사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
1872,0:01,0:04,0:01,0:07,2023.7.2 3:32,2023.7.2 3:33,2023.7.2 3:37,2023.7.2 3:38,2023.7.2 3:45,여름,기타 수난 ,영등포구,영등포소방서
1873,0:01,0:04,0:03,0:09,2023.7.2 4:43,2023.7.2 4:44,2023.7.2 4:48,2023.7.2 4:51,2023.7.2 5:00,여름,기타 수난 ,영등포구,마포소방서
1874,0:01,0:07,0:01,0:08,2023.7.2 5:33,2023.7.2 5:34,2023.7.2 5:41,2023.7.2 5:42,2023.7.2 5:50,여름,기타 수난 ,송파구,강동소방서
1875,0:01,0:07,0:01,0:10,2023.7.2 5:33,2023.7.2 5:34,2023.7.2 5:41,2023.7.2 5:42,2023.7.2 5:52,여름,기타 수난 ,송파구,송파소방서
1876,0:01,0:01,0:00,0:03,2023.7.2 5:33,2023.7.2 5:34,2023.7.2 5:35,2023.7.2 5:35,2023.7.2 5:38,여름,수색,송파구,송파소방서
1877,0:01,0:07,0:06,0:08,2023.7.2 9:23,2023.7.2 9:24,2023.7.2 9:31,2023.7.2 9:37,2023.7.2 9:45,여름,익수,영등포구,영등포소방서
1878,0:01,0:07,0:00,0:09,2023.7.2 9:23,2023.7.2 9:24,2023.7.2 9:31,2023.7.2 9:31,2023.7.2 9:40,여름,사체인양,영등포구,마포소방서
1879,0:01,0:03,0:08,0:05,2023.7.2 9:23,2023.7.2 9:24,2023.7.2 9:27,2023.7.2 9:35,2023.7.2 9:40,여름,사체인양,영등포구,119특수구조단
1880,0:01,0:00,0:05,0:11,2023.7.2 10:59,2023.7.2 11:00,2023.7.2 11:00,2023.7.2 11:05,2023.7.2 11:16,여름,기타 수난 ,마포구,마포소방서
1881,0:02,0:03,0:00,0:03,2023.7.2 19:00,2023.7.2 19:02,2023.7.2 19:05,2023.7.2 19:05,2023.7.2 19:08,여름,기타 수난 ,강서구,119특수구조단
1882,0:01,0:03,0:11,0:10,2023.7.2 19:05,2023.7.2 19:06,2023.7.2 19:09,2023.7.2 19:20,2023.7.2 19:30,여름,기타 수난 ,서초구,119특수구조단
1883,0:01,0:04,0:05,0:11,2023.7.2 21:09,2023.7.2 21:10,2023.7.2 21:14,2023.7.2 21:19,2023.7.2 21:30,여름,기타 수난 ,송파구,119특수구조단
1884,0:01,0:03,0:12,0:05,2023.7.2 21:09,2023.7.2 21:10,2023.7.2 21:13,2023.7.2 21:25,2023.7.2 21:30,여름,기타 수난 ,송파구,119특수구조단
1885,0:04,0:04,0:08,0:06,2023.7.2 22:58,2023.7.2 23:02,2023.7.2 23:06,2023.7.2 23:14,2023.7.2 23:20,여름,기타 수난 ,성동구,119특수구조단
1886,0:01,0:07,0:08,0:32,2023.7.2 23:02,2023.7.2 23:03,2023.7.2 23:10,2023.7.2 23:18,2023.7.2 23:50,여름,기타 수난 ,강서구,강서소방서
1887,0:01,0:02,0:07,0:05,2023.7.2 23:05,2023.7.2 23:06,2023.7.2 23:08,2023.7.2 23:15,2023.7.2 23:20,여름,기타 수난 ,강동구,119특수구조단
1888,0:01,0:05,0:04,0:07,2023.7.3 0:15,2023.7.3 0:16,2023.7.3 0:21,2023.7.3 0:25,2023.7.3 0:32,여름,수색,마포구,영등포소방서
1889,0:01,0:04,0:00,0:08,2023.7.3 3:17,2023.7.3 3:18,2023.7.3 3:22,2023.7.3 3:22,2023.7.3 3:30,여름,기타 수난 ,송파구,119특수구조단
1890,0:01,0:03,0:04,0:00,2023.7.3 3:17,2023.7.3 3:18,2023.7.3 3:21,2023.7.3 3:25,2023.7.3 3:25,여름,기타 수난 ,송파구,119특수구조단
1891,0:01,0:04,0:13,0:05,2023.7.3 4:52,2023.7.3 4:53,2023.7.3 4:57,2023.7.3 5:10,2023.7.3 5:15,여름,기타 수난 ,용산구,용산소방서
1892,0:02,0:07,0:13,0:08,2023.7.3 4:55,2023.7.3 4:57,2023.7.3 5:04,2023.7.3 5:17,2023.7.3 5:25,여름,기타 수난 ,서초구,서초소방서
1893,0:01,0:02,0:00,0:15,2023.7.3 5:07,2023.7.3 5:08,2023.7.3 5:10,2023.7.3 5:10,2023.7.3 5:25,여름,기타 수난 ,마포구,마포소방서
1894,0:02,0:04,0:24,0:22,2023.7.3 8:18,2023.7.3 8:20,2023.7.3 8:24,2023.7.3 8:48,2023.7.3 9:10,여름,사체인양,송파구,강남소방서
1895,0:02,0:04,0:16,0:15,2023.7.3 8:18,2023.7.3 8:20,2023.7.3 8:24,2023.7.3 8:40,2023.7.3 8:55,여름,사체인양,송파구,송파소방서
1896,0:02,0:05,0:00,0:16,2023.7.3 22:17,2023.7.3 22:19,2023.7.3 22:24,2023.7.3 22:24,2023.7.3 22:40,여름,기타 수난 ,영등포구,영등포소방서
1897,0:00,0:00,0:07,0:00,2023.7.3 22:32,2023.7.3 22:32,2023.7.3 22:32,2023.7.3 22:39,2023.7.3 22:39,여름,사체인양,송파구,119특수구조단
1898,0:01,0:00,0:00,0:00,2023.7.3 22:32,2023.7.3 22:33,2023.7.3 22:33,2023.7.3 22:33,2023.7.3 22:33,여름,사체인양,송파구,119특수구조단
1899,0:01,0:04,0:00,0:06,2023.7.3 23:04,2023.7.3 23:05,2023.7.3 23:09,2023.7.3 23:09,2023.7.3 23:15,여름,기타 수난 ,마포구,마포소방서
1900,0:01,0:05,0:00,0:03,2023.7.3 23:29,2023.7.3 23:30,2023.7.3 23:35,2023.7.3 23:35,2023.7.3 23:38,여름,기타 수난 ,마포구,영등포소방서
1901,0:02,0:06,0:09,0:05,2023.7.4 2:38,2023.7.4 2:40,2023.7.4 2:46,2023.7.4 2:55,2023.7.4 3:00,여름,기타 수난 ,마포구,영등포소방서
1902,0:02,0:05,0:01,0:12,2023.7.4 3:45,2023.7.4 3:47,2023.7.4 3:52,2023.7.4 3:53,2023.7.4 4:05,여름,기타 수난 ,마포구,영등포소방서
1903,0:02,0:05,0:03,0:10,2023.7.4 11:40,2023.7.4 11:42,2023.7.4 11:47,2023.7.4 11:50,2023.7.4 12:00,여름,기타 수난 ,용산구,119특수구조단
1904,0:07,0:00,0:12,0:33,2023.7.4 14:53,2023.7.4 15:00,2023.7.4 15:00,2023.7.4 15:12,2023.7.4 15:45,여름,기타 수난 ,강남구,강남소방서
1905,0:01,0:08,0:00,0:08,2023.7.4 15:03,2023.7.4 15:04,2023.7.4 15:12,2023.7.4 15:12,2023.7.4 15:20,여름,기타 수난 ,성동구,119특수구조단
1906,0:01,0:05,0:00,0:26,2023.7.4 15:03,2023.7.4 15:04,2023.7.4 15:09,2023.7.4 15:09,2023.7.4 15:35,여름,익수,성동구,성동소방서
1907,0:00,0:05,0:05,0:05,2023.7.4 17:20,2023.7.4 17:20,2023.7.4 17:25,2023.7.4 17:30,2023.7.4 17:35,여름,기타 수난 ,노원구,노원소방서
1908,0:02,0:07,0:07,0:05,2023.7.4 17:29,2023.7.4 17:31,2023.7.4 17:38,2023.7.4 17:45,2023.7.4 17:50,여름,기타 수난 ,서초구,119특수구조단
1909,0:02,0:04,0:06,0:10,2023.7.4 18:33,2023.7.4 18:35,2023.7.4 18:39,2023.7.4 18:45,2023.7.4 18:55,여름,기타 수난 ,강동구,강동소방서
1910,0:03,0:11,0:12,0:20,2023.7.4 19:39,2023.7.4 19:42,2023.7.4 19:53,2023.7.4 20:05,2023.7.4 20:25,여름,침수,강서구,강서소방서
1911,0:03,0:05,0:04,0:12,2023.7.4 23:26,2023.7.4 23:29,2023.7.4 23:34,2023.7.4 23:38,2023.7.4 23:50,여름,수색,용산구,119특수구조단
1912,0:03,0:00,0:14,0:05,2023.7.5 6:28,2023.7.5 6:31,2023.7.5 6:31,2023.7.5 6:45,2023.7.5 6:50,여름,사체인양,영등포구,119특수구조단
1913,0:02,0:08,0:01,0:00,2023.7.5 8:45,2023.7.5 8:47,2023.7.5 8:55,2023.7.5 8:56,2023.7.5 8:56,여름,침수,강동구,강동소방서
1914,0:08,0:03,0:17,0:07,2023.7.5 13:55,2023.7.5 14:03,2023.7.5 14:06,2023.7.5 14:23,2023.7.5 14:30,여름,고립,용산구,119특수구조단
1915,0:00,0:04,0:06,0:32,2023.7.5 14:53,2023.7.5 14:53,2023.7.5 14:57,2023.7.5 15:03,2023.7.5 15:35,여름,익수,용산구,서초소방서
1916,0:00,0:04,0:06,0:07,2023.7.5 14:53,2023.7.5 14:53,2023.7.5 14:57,2023.7.5 15:03,2023.7.5 15:10,여름,기타 수난 ,용산구,119특수구조단
1917,0:01,0:04,0:09,0:03,2023.7.5 15:38,2023.7.5 15:39,2023.7.5 15:43,2023.7.5 15:52,2023.7.5 15:55,여름,기타 수난 ,동작구,용산소방서
1918,0:01,0:01,0:14,0:03,2023.7.5 15:43,2023.7.5 15:44,2023.7.5 15:45,2023.7.5 15:59,2023.7.5 16:02,여름,고립,강서구,119특수구조단
1919,0:01,0:11,0:04,0:13,2023.7.5 18:11,2023.7.5 18:12,2023.7.5 18:23,2023.7.5 18:27,2023.7.5 18:40,여름,기타 수난 ,영등포구,영등포소방서
1920,0:01,0:08,0:00,0:00,2023.7.5 18:11,2023.7.5 18:12,2023.7.5 18:20,2023.7.5 18:20,2023.7.5 18:20,여름,기타 수난 ,영등포구,마포소방서
1921,0:01,0:04,0:00,0:04,2023.7.5 18:11,2023.7.5 18:12,2023.7.5 18:16,2023.7.5 18:16,2023.7.5 18:20,여름,수색,영등포구,마포소방서
1922,0:01,0:04,0:00,0:23,2023.7.5 21:32,2023.7.5 21:33,2023.7.5 21:37,2023.7.5 21:37,2023.7.5 22:00,여름,기타 수난 ,영등포구,영등포소방서
1923,0:01,0:08,0:00,0:28,2023.7.6 3:33,2023.7.6 3:34,2023.7.6 3:42,2023.7.6 3:42,2023.7.6 4:10,여름,기타 수난 ,영등포구,영등포소방서
1924,0:07,0:05,0:00,0:12,2023.7.6 3:45,2023.7.6 3:52,2023.7.6 3:57,2023.7.6 3:57,2023.7.6 4:09,여름,기타 수난 ,마포구,마포소방서
1925,0:01,0:06,0:00,0:37,2023.7.6 6:09,2023.7.6 6:10,2023.7.6 6:16,2023.7.6 6:16,2023.7.6 6:53,여름,기타 수난 ,영등포구,영등포소방서
1926,0:04,0:06,0:03,0:08,2023.7.6 15:39,2023.7.6 15:43,2023.7.6 15:49,2023.7.6 15:52,2023.7.6 16:00,여름,기타 수난 ,마포구,마포소방서
1927,0:00,0:08,0:24,0:00,2023.7.6 19:33,2023.7.6 19:33,2023.7.6 19:41,2023.7.6 20:05,2023.7.6 20:05,여름,기타 수난 ,마포구,마포소방서
1928,0:16,0:06,0:05,0:10,2023.7.6 19:33,2023.7.6 19:49,2023.7.6 19:55,2023.7.6 20:00,2023.7.6 20:10,여름,기타 수난 ,마포구,마포소방서
1929,0:02,0:05,0:03,0:05,2023.7.6 23:30,2023.7.6 23:32,2023.7.6 23:37,2023.7.6 23:40,2023.7.6 23:45,여름,기타 수난 ,용산구,119특수구조단
1930,0:02,0:04,0:01,0:07,2023.7.7 3:21,2023.7.7 3:23,2023.7.7 3:27,2023.7.7 3:28,2023.7.7 3:35,여름,기타 수난 ,마포구,마포소방서
1931,0:03,0:05,1:33,0:05,2023.7.7 9:34,2023.7.7 9:37,2023.7.7 9:42,2023.7.7 11:15,2023.7.7 11:20,여름,기타 수난 ,동작구,동작소방서
1932,0:01,0:04,0:05,0:05,2023.7.7 10:05,2023.7.7 10:06,2023.7.7 10:10,2023.7.7 10:15,2023.7.7 10:20,여름,기타 수난 ,강동구,119특수구조단
1933,0:03,0:02,0:09,0:00,2023.7.7 14:46,2023.7.7 14:49,2023.7.7 14:51,2023.7.7 15:00,2023.7.7 15:00,여름,기타 수난 ,강남구,119특수구조단
1934,0:01,0:05,0:06,1:00,2023.7.7 15:48,2023.7.7 15:49,2023.7.7 15:54,2023.7.7 16:00,2023.7.7 17:00,여름,익수,성동구,성동소방서
1935,0:02,0:11,0:02,0:02,2023.7.7 16:38,2023.7.7 16:40,2023.7.7 16:51,2023.7.7 16:53,2023.7.7 16:55,여름,익수,강서구,강서소방서
1936,0:02,0:11,0:02,0:37,2023.7.7 16:38,2023.7.7 16:40,2023.7.7 16:51,2023.7.7 16:53,2023.7.7 17:30,여름,고립,강서구,강서소방서
1937,0:02,0:11,0:02,0:27,2023.7.7 16:38,2023.7.7 16:40,2023.7.7 16:51,2023.7.7 16:53,2023.7.7 17:20,여름,기타 수난 ,강서구,119특수구조단
1938,0:01,0:08,0:13,0:06,2023.7.7 23:37,2023.7.7 23:38,2023.7.7 23:46,2023.7.7 23:59,2023.7.8 0:05,여름,기타 수난 ,마포구,마포소방서
1939,0:02,0:08,0:00,0:10,2023.7.8 0:57,2023.7.8 0:59,2023.7.8 1:07,2023.7.8 1:07,2023.7.8 1:17,여름,기타 수난 ,송파구,강동소방서
1940,0:02,0:08,0:00,0:13,2023.7.8 0:57,2023.7.8 0:59,2023.7.8 1:07,2023.7.8 1:07,2023.7.8 1:20,여름,기타 수난 ,송파구,119특수구조단
1941,0:02,0:04,0:05,0:10,2023.7.8 1:06,2023.7.8 1:08,2023.7.8 1:12,2023.7.8 1:17,2023.7.8 1:27,여름,기타 수난 ,마포구,마포소방서
1942,0:02,0:02,0:10,0:03,2023.7.8 2:28,2023.7.8 2:30,2023.7.8 2:32,2023.7.8 2:42,2023.7.8 2:45,여름,기타 수난 ,강남구,119특수구조단
1943,0:02,0:06,0:00,0:12,2023.7.8 2:35,2023.7.8 2:37,2023.7.8 2:43,2023.7.8 2:43,2023.7.8 2:55,여름,기타 수난 ,마포구,영등포소방서
1944,0:01,0:05,0:00,0:12,2023.7.8 11:16,2023.7.8 11:17,2023.7.8 11:22,2023.7.8 11:22,2023.7.8 11:34,여름,침몰,마포구,마포소방서
1945,0:01,0:06,0:11,0:05,2023.7.8 11:52,2023.7.8 11:53,2023.7.8 11:59,2023.7.8 12:10,2023.7.8 12:15,여름,기타 수난 ,서초구,용산소방서
1946,0:01,0:10,0:24,0:10,2023.7.8 13:45,2023.7.8 13:46,2023.7.8 13:56,2023.7.8 14:20,2023.7.8 14:30,여름,침수,노원구,노원소방서
1947,0:00,0:05,0:02,0:25,2023.7.8 15:28,2023.7.8 15:28,2023.7.8 15:33,2023.7.8 15:35,2023.7.8 16:00,여름,익수,강서구,강서소방서
1948,0:03,0:06,0:14,0:10,2023.7.8 15:37,2023.7.8 15:40,2023.7.8 15:46,2023.7.8 16:00,2023.7.8 16:10,여름,기타 수난 ,광진구,119특수구조단
1949,0:03,0:04,0:07,0:07,2023.7.8 16:19,2023.7.8 16:22,2023.7.8 16:26,2023.7.8 16:33,2023.7.8 16:40,여름,기타 수난 ,동작구,용산소방서
1950,0:02,0:08,0:11,0:07,2023.7.8 17:59,2023.7.8 18:01,2023.7.8 18:09,2023.7.8 18:20,2023.7.8 18:27,여름,기타 수난 ,송파구,119특수구조단
1951,0:02,0:04,0:09,0:25,2023.7.8 20:45,2023.7.8 20:47,2023.7.8 20:51,2023.7.8 21:00,2023.7.8 21:25,여름,기타 수난 ,용산구,용산소방서
1952,0:01,0:04,0:01,0:07,2023.7.8 21:29,2023.7.8 21:30,2023.7.8 21:34,2023.7.8 21:35,2023.7.8 21:42,여름,수색,마포구,영등포소방서
1953,0:01,0:03,0:00,0:25,2023.7.8 23:16,2023.7.8 23:17,2023.7.8 23:20,2023.7.8 23:20,2023.7.8 23:45,여름,기타 수난 ,마포구,마포소방서
1954,0:01,0:03,0:10,0:05,2023.7.9 0:49,2023.7.9 0:50,2023.7.9 0:53,2023.7.9 1:03,2023.7.9 1:08,여름,기타 수난 ,동작구,용산소방서
1955,0:02,0:05,0:14,0:40,2023.7.9 3:09,2023.7.9 3:11,2023.7.9 3:16,2023.7.9 3:30,2023.7.9 4:10,여름,기타 수난 ,강남구,119특수구조단
1956,0:01,0:00,0:00,0:00,2023.7.9 7:07,2023.7.9 7:08,2023.7.9 7:08,2023.7.9 7:08,2023.7.9 7:08,여름,기타 수난 ,송파구,119특수구조단
1957,0:00,0:04,0:22,0:06,2023.7.9 7:08,2023.7.9 7:08,2023.7.9 7:12,2023.7.9 7:34,2023.7.9 7:40,여름,기타 수난 ,송파구,119특수구조단
1958,0:02,0:14,0:11,0:10,2023.7.9 12:13,2023.7.9 12:15,2023.7.9 12:29,2023.7.9 12:40,2023.7.9 12:50,여름,침수,양천구,영등포소방서
1959,0:01,0:07,0:02,0:09,2023.7.9 20:56,2023.7.9 20:57,2023.7.9 21:04,2023.7.9 21:06,2023.7.9 21:15,여름,기타 수난 ,용산구,용산소방서
1960,0:01,0:05,0:04,0:22,2023.7.9 21:08,2023.7.9 21:09,2023.7.9 21:14,2023.7.9 21:18,2023.7.9 21:40,여름,기타 수난 ,영등포구,영등포소방서
1961,0:02,0:05,0:10,0:07,2023.7.9 21:46,2023.7.9 21:48,2023.7.9 21:53,2023.7.9 22:03,2023.7.9 22:10,여름,익수,서초구,119특수구조단
1962,0:02,0:04,0:00,0:10,2023.7.9 21:51,2023.7.9 21:53,2023.7.9 21:57,2023.7.9 21:57,2023.7.9 22:07,여름,기타 수난 ,영등포구,영등포소방서
1963,0:01,0:04,0:00,0:08,2023.7.9 23:52,2023.7.9 23:53,2023.7.9 23:57,2023.7.9 23:57,2023.7.10 0:05,여름,기타 수난 ,영등포구,영등포소방서
1964,0:02,0:05,0:00,0:08,2023.7.10 0:52,2023.7.10 0:54,2023.7.10 0:59,2023.7.10 0:59,2023.7.10 1:07,여름,기타 수난 ,마포구,영등포소방서
1965,0:02,0:05,0:04,0:10,2023.7.10 1:29,2023.7.10 1:31,2023.7.10 1:36,2023.7.10 1:40,2023.7.10 1:50,여름,기타 수난 ,강동구,강동소방서
1966,0:02,0:02,0:07,0:05,2023.7.10 1:29,2023.7.10 1:31,2023.7.10 1:33,2023.7.10 1:40,2023.7.10 1:45,여름,기타 수난 ,강동구,119특수구조단
1967,0:02,0:05,0:03,0:10,2023.7.10 2:50,2023.7.10 2:52,2023.7.10 2:57,2023.7.10 3:00,2023.7.10 3:10,여름,기타 수난 ,송파구,119특수구조단
1968,0:02,0:05,0:03,0:04,2023.7.10 4:01,2023.7.10 4:03,2023.7.10 4:08,2023.7.10 4:11,2023.7.10 4:15,여름,기타 수난 ,강동구,강동소방서
1969,0:02,0:02,0:03,0:07,2023.7.10 4:01,2023.7.10 4:03,2023.7.10 4:05,2023.7.10 4:08,2023.7.10 4:15,여름,기타 수난 ,강동구,119특수구조단
1970,0:01,0:08,0:00,0:10,2023.7.10 5:51,2023.7.10 5:52,2023.7.10 6:00,2023.7.10 6:00,2023.7.10 6:10,여름,침수,서대문구,서대문소방서
1971,0:03,0:04,0:09,0:20,2023.7.10 20:29,2023.7.10 20:32,2023.7.10 20:36,2023.7.10 20:45,2023.7.10 21:05,여름,기타 수난 ,마포구,영등포소방서
1972,0:01,0:03,0:22,0:15,2023.7.10 20:29,2023.7.10 20:30,2023.7.10 20:33,2023.7.10 20:55,2023.7.10 21:10,여름,기타 수난 ,마포구,마포소방서
1973,0:02,0:03,0:08,0:05,2023.7.10 21:02,2023.7.10 21:04,2023.7.10 21:07,2023.7.10 21:15,2023.7.10 21:20,여름,기타 수난 ,동작구,동작소방서
1974,0:02,0:03,0:05,0:08,2023.7.10 21:02,2023.7.10 21:04,2023.7.10 21:07,2023.7.10 21:12,2023.7.10 21:20,여름,기타 수난 ,동작구,119특수구조단
1975,0:04,0:07,0:40,0:15,2023.7.10 21:19,2023.7.10 21:23,2023.7.10 21:30,2023.7.10 22:10,2023.7.10 22:25,여름,기타 수난 ,영등포구,영등포소방서
1976,0:02,0:05,0:08,0:15,2023.7.10 21:50,2023.7.10 21:52,2023.7.10 21:57,2023.7.10 22:05,2023.7.10 22:20,여름,기타 수난 ,용산구,119특수구조단
1977,0:02,0:03,0:01,0:11,2023.7.10 22:45,2023.7.10 22:47,2023.7.10 22:50,2023.7.10 22:51,2023.7.10 23:02,여름,기타 수난 ,송파구,송파소방서
1978,0:02,0:02,0:03,0:08,2023.7.10 22:45,2023.7.10 22:47,2023.7.10 22:49,2023.7.10 22:52,2023.7.10 23:00,여름,기타 수난 ,송파구,119특수구조단
1979,0:01,0:04,0:04,0:00,2023.7.10 23:24,2023.7.10 23:25,2023.7.10 23:29,2023.7.10 23:33,2023.7.10 23:33,여름,기타 수난 ,마포구,마포소방서
1980,0:07,0:01,0:11,0:07,2023.7.10 23:26,2023.7.10 23:33,2023.7.10 23:34,2023.7.10 23:45,2023.7.10 23:52,여름,기타 수난 ,마포구,마포소방서
1981,0:02,0:04,0:00,0:14,2023.7.10 23:38,2023.7.10 23:40,2023.7.10 23:44,2023.7.10 23:44,2023.7.10 23:58,여름,기타 수난 ,송파구,강동소방서
1982,0:02,0:00,0:00,0:00,2023.7.10 23:38,2023.7.10 23:40,2023.7.10 23:40,2023.7.10 23:40,2023.7.10 23:40,여름,기타 수난 ,송파구,119특수구조단
1983,0:01,0:05,0:09,0:07,2023.7.11 1:05,2023.7.11 1:06,2023.7.11 1:11,2023.7.11 1:20,2023.7.11 1:27,여름,기타 수난 ,마포구,마포소방서
1984,0:01,0:05,0:11,0:05,2023.7.11 2:58,2023.7.11 2:59,2023.7.11 3:04,2023.7.11 3:15,2023.7.11 3:20,여름,기타 수난 ,마포구,마포소방서
1985,0:01,0:05,0:09,0:07,2023.7.11 2:58,2023.7.11 2:59,2023.7.11 3:04,2023.7.11 3:13,2023.7.11 3:20,여름,기타 수난 ,마포구,마포소방서
1986,0:01,0:05,0:07,0:10,2023.7.11 8:27,2023.7.11 8:28,2023.7.11 8:33,2023.7.11 8:40,2023.7.11 8:50,여름,기타 수난 ,용산구,용산소방서
1987,0:01,0:05,0:00,0:07,2023.7.11 8:27,2023.7.11 8:28,2023.7.11 8:33,2023.7.11 8:33,2023.7.11 8:40,여름,기타 수난 ,용산구,119특수구조단
1988,0:00,0:05,0:03,0:34,2023.7.11 9:58,2023.7.11 9:58,2023.7.11 10:03,2023.7.11 10:06,2023.7.11 10:40,여름,기타 수난 ,강남구,119특수구조단
1989,0:00,0:04,0:00,0:22,2023.7.11 10:21,2023.7.11 10:21,2023.7.11 10:25,2023.7.11 10:25,2023.7.14 10:47,여름,침수,송파구,송파소방서
1990,0:01,0:03,0:00,0:08,2023.7.11 12:10,2023.7.11 12:11,2023.7.11 12:14,2023.7.11 12:14,2023.7.11 12:22,여름,기타 수난 ,마포구,마포소방서
1991,0:03,0:06,0:01,0:10,2023.7.11 12:45,2023.7.11 12:48,2023.7.11 12:54,2023.7.11 12:55,2023.7.11 13:05,여름,기타 수난 ,영등포구,마포소방서
1992,0:01,0:10,0:11,0:10,2023.7.11 14:48,2023.7.11 14:49,2023.7.11 14:59,2023.7.11 15:10,2023.7.11 15:20,여름,고립,구로구,구로소방서
1993,0:04,0:04,0:00,0:13,2023.7.11 15:36,2023.7.11 15:40,2023.7.11 15:44,2023.7.11 15:44,2023.7.11 15:57,여름,침수,동작구,동작소방서
1994,0:04,0:04,0:00,0:01,2023.7.11 15:36,2023.7.11 15:40,2023.7.11 15:44,2023.7.11 15:44,2023.7.11 15:45,여름,침수,동작구,영등포소방서
1995,0:02,0:05,0:07,0:05,2023.7.11 15:41,2023.7.11 15:43,2023.7.11 15:48,2023.7.11 15:55,2023.7.11 16:00,여름,수색,성북구,성북소방서
1996,0:04,0:05,0:00,0:22,2023.7.11 15:42,2023.7.11 15:46,2023.7.11 15:51,2023.7.11 15:51,2023.7.11 16:13,여름,기타 수난 ,동작구,영등포소방서
1997,0:02,0:11,0:00,0:05,2023.7.11 15:47,2023.7.11 15:49,2023.7.11 16:00,2023.7.11 16:00,2023.7.11 16:05,여름,침수,관악구,양천소방서
1998,0:00,0:12,0:01,0:32,2023.7.11 16:05,2023.7.11 16:05,2023.7.11 16:17,2023.7.11 16:18,2023.7.11 16:50,여름,침수,강서구,강서소방서
1999,0:01,0:00,0:00,0:00,2023.7.11 16:13,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:14,여름,침수,강서구,강서소방서
2000,0:00,0:06,0:00,0:20,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:20,2023.7.11 16:20,2023.7.11 16:40,여름,침수,송파구,송파소방서
2001,0:03,0:03,0:26,0:05,2023.7.11 16:23,2023.7.11 16:26,2023.7.11 16:29,2023.7.11 16:55,2023.7.11 17:00,여름,침수,양천구,양천소방서
2002,0:03,0:14,0:06,0:27,2023.7.11 16:30,2023.7.11 16:33,2023.7.11 16:47,2023.7.11 16:53,2023.7.11 17:20,여름,침수,강남구,강남소방서
2003,0:01,0:06,0:10,0:10,2023.7.11 16:33,2023.7.11 16:34,2023.7.11 16:40,2023.7.11 16:50,2023.7.11 17:00,여름,침수,강서구,강서소방서
2004,0:03,0:00,0:00,0:00,2023.7.11 16:44,2023.7.11 16:47,2023.7.11 16:47,2023.7.11 16:47,2023.7.11 16:47,여름,침수,강남구,강남소방서
2005,0:01,0:04,0:00,1:25,2023.7.11 16:50,2023.7.11 16:51,2023.7.11 16:55,2023.7.11 16:55,2023.7.11 18:20,여름,침수,송파구,송파소방서
2006,0:01,0:24,0:40,0:20,2023.7.11 17:40,2023.7.11 17:41,2023.7.11 18:05,2023.7.11 18:45,2023.7.11 19:05,여름,침수,중랑구,중랑소방서
2007,0:01,0:05,0:06,0:16,2023.7.11 20:02,2023.7.11 20:03,2023.7.11 20:08,2023.7.11 20:14,2023.7.11 20:30,여름,침수,금천구,금천소방서
2008,0:01,0:05,0:08,0:10,2023.7.12 2:21,2023.7.12 2:22,2023.7.12 2:27,2023.7.12 2:35,2023.7.12 2:45,여름,기타 수난 ,동작구,용산소방서
2009,0:02,0:01,0:06,0:10,2023.7.12 5:21,2023.7.12 5:23,2023.7.12 5:24,2023.7.12 5:30,2023.7.12 5:40,여름,기타 수난 ,강동구,119특수구조단
2010,0:03,0:06,0:35,0:20,2023.7.12 6:01,2023.7.12 6:04,2023.7.12 6:10,2023.7.12 6:45,2023.7.12 7:05,여름,기타 수난 ,영등포구,강서소방서
2011,0:02,0:06,0:14,0:06,2023.7.12 10:52,2023.7.12 10:54,2023.7.12 11:00,2023.7.12 11:14,2023.7.12 11:20,여름,기타 수난 ,강동구,119특수구조단
2012,0:02,0:05,0:08,0:05,2023.7.12 12:25,2023.7.12 12:27,2023.7.12 12:32,2023.7.12 12:40,2023.7.12 12:45,여름,기타 수난 ,송파구,119특수구조단
2013,0:04,0:06,0:03,0:10,2023.7.12 16:27,2023.7.12 16:31,2023.7.12 16:37,2023.7.12 16:40,2023.7.12 16:50,여름,고립,송파구,송파소방서
2014,0:04,0:05,0:07,0:12,2023.7.12 16:27,2023.7.12 16:31,2023.7.12 16:36,2023.7.12 16:43,2023.7.12 16:55,여름,기타 수난 ,송파구,119특수구조단
2015,0:03,0:09,0:33,0:17,2023.7.12 18:18,2023.7.12 18:21,2023.7.12 18:30,2023.7.12 19:03,2023.7.12 19:20,여름,기타 수난 ,영등포구,영등포소방서
2016,0:01,0:05,0:02,0:07,2023.7.12 19:15,2023.7.12 19:16,2023.7.12 19:21,2023.7.12 19:23,2023.7.12 19:30,여름,기타 수난 ,마포구,마포소방서
2017,0:04,0:05,0:11,0:15,2023.7.12 21:15,2023.7.12 21:19,2023.7.12 21:24,2023.7.12 21:35,2023.7.12 21:50,여름,기타 수난 ,송파구,영등포소방서
2018,0:02,0:05,0:13,0:12,2023.7.12 21:15,2023.7.12 21:17,2023.7.12 21:22,2023.7.12 21:35,2023.7.12 21:47,여름,기타 수난 ,마포구,마포소방서
