사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
2744,0:01,0:03,0:03,0:07,2023.9.16 0:46,2023.9.16 0:47,2023.9.16 0:50,2023.9.16 0:53,2023.9.16 1:00,가을,수색,마포구,마포소방서
2745,0:01,0:02,0:21,0:02,2023.9.16 3:29,2023.9.16 3:30,2023.9.16 3:32,2023.9.16 3:53,2023.9.16 3:55,가을,기타 수난 ,강남구,119특수구조단
2746,0:01,0:04,0:02,0:30,2023.9.16 5:08,2023.9.16 5:09,2023.9.16 5:13,2023.9.16 5:15,2023.9.16 5:45,가을,익수,서초구,119특수구조단
2747,0:00,0:08,0:00,0:06,2023.9.16 7:26,2023.9.16 7:26,2023.9.16 7:34,2023.9.16 7:34,2023.9.16 7:40,가을,사체인양,영등포구,마포소방서
2748,0:00,0:04,0:03,0:07,2023.9.16 7:26,2023.9.16 7:26,2023.9.16 7:30,2023.9.16 7:33,2023.9.16 7:40,가을,사체인양,영등포구,119특수구조단
2749,0:01,0:05,0:00,0:08,2023.9.16 20:36,2023.9.16 20:37,2023.9.16 20:42,2023.9.16 20:42,2023.9.16 20:50,가을,기타 수난 ,마포구,마포소방서
2750,0:03,0:01,0:01,0:01,2023.9.16 21:59,2023.9.16 22:02,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:05,가을,고립,도봉구,도봉소방서
2751,0:03,0:04,0:08,0:06,2023.9.16 21:59,2023.9.16 22:02,2023.9.16 22:06,2023.9.16 22:14,2023.9.16 22:20,가을,침수,도봉구,도봉소방서
2752,0:01,0:11,0:03,0:12,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:15,2023.9.16 22:18,2023.9.16 22:30,가을,수색,송파구,강남소방서
2753,0:01,0:05,0:09,0:07,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:09,2023.9.16 22:18,2023.9.16 22:25,가을,기타 수난 ,송파구,119특수구조단
2754,0:01,0:04,0:00,0:00,2023.9.17 1:28,2023.9.17 1:29,2023.9.17 1:33,2023.9.17 1:33,2023.9.17 1:33,가을,기타 수난 ,용산구,119특수구조단
2755,0:01,0:05,0:00,0:11,2023.9.17 3:43,2023.9.17 3:44,2023.9.17 3:49,2023.9.17 3:49,2023.9.17 4:00,가을,기타 수난 ,영등포구,마포소방서
2756,0:01,0:03,0:00,0:00,2023.9.17 6:20,2023.9.17 6:21,2023.9.17 6:24,2023.9.17 6:24,2023.9.17 6:24,가을,기타 수난 ,용산구,119특수구조단
2757,0:04,0:08,0:48,0:10,2023.9.17 19:45,2023.9.17 19:49,2023.9.17 19:57,2023.9.17 20:45,2023.9.17 20:55,가을,기타 수난 ,송파구,강동소방서
2758,0:01,0:03,0:19,0:10,2023.9.17 19:47,2023.9.17 19:48,2023.9.17 19:51,2023.9.17 20:10,2023.9.17 20:20,가을,기타 수난 ,강남구,119특수구조단
2759,0:01,0:05,0:10,0:10,2023.9.17 21:54,2023.9.17 21:55,2023.9.17 22:00,2023.9.17 22:10,2023.9.17 22:20,가을,기타 수난 ,강남구,강남소방서
2760,0:01,0:00,0:15,0:05,2023.9.17 21:54,2023.9.17 21:55,2023.9.17 21:55,2023.9.17 22:10,2023.9.17 22:15,가을,기타 수난 ,강남구,119특수구조단
2761,0:01,0:04,0:02,0:09,2023.9.18 0:14,2023.9.18 0:15,2023.9.18 0:19,2023.9.18 0:21,2023.9.18 0:30,가을,기타 수난 ,서초구,서초소방서
2762,0:01,0:04,0:01,0:05,2023.9.18 0:14,2023.9.18 0:15,2023.9.18 0:19,2023.9.18 0:20,2023.9.18 0:25,가을,기타 수난 ,서초구,119특수구조단
2763,0:00,0:05,0:05,0:13,2023.9.18 10:52,2023.9.18 10:52,2023.9.18 10:57,2023.9.18 11:02,2023.9.18 11:15,가을,익수,강동구,광진소방서
2764,0:01,0:12,0:02,0:15,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:08,2023.9.18 11:10,2023.9.18 11:25,가을,익수,송파구,동대문소방서
2765,0:01,0:06,0:01,0:17,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:02,2023.9.18 11:03,2023.9.18 11:20,가을,수색,송파구,강동소방서
2766,0:01,0:00,0:00,0:00,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 10:56,2023.9.18 10:56,2023.9.18 10:56,가을,사체인양,송파구,119특수구조단
2767,0:01,0:04,0:03,0:12,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:00,2023.9.18 11:03,2023.9.18 11:15,가을,기타 수난 ,송파구,119특수구조단
2768,0:02,0:06,0:05,0:05,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:45,2023.9.18 15:50,2023.9.18 15:55,가을,수색,용산구,용산소방서
2769,0:02,0:06,0:29,0:21,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:45,2023.9.18 16:14,2023.9.18 16:35,가을,익수,용산구,용산소방서
2770,0:02,0:02,0:04,0:30,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:41,2023.9.18 15:45,2023.9.18 16:15,가을,익수,용산구,119특수구조단
2771,0:03,0:04,0:40,0:05,2023.9.18 17:38,2023.9.18 17:41,2023.9.18 17:45,2023.9.18 18:25,2023.9.18 18:30,가을,익수,서초구,119특수구조단
2772,0:01,0:05,0:11,0:04,2023.9.18 21:49,2023.9.18 21:50,2023.9.18 21:55,2023.9.18 22:06,2023.9.18 22:10,가을,익수,동작구,119특수구조단
2773,0:02,0:05,0:28,0:05,2023.9.18 22:05,2023.9.18 22:07,2023.9.18 22:12,2023.9.18 22:40,2023.9.18 22:45,가을,수색,광진구,119특수구조단
2774,0:02,0:04,0:02,0:05,2023.9.18 23:22,2023.9.18 23:24,2023.9.18 23:28,2023.9.18 23:30,2023.9.18 23:35,가을,익수,서초구,119특수구조단
2775,0:00,0:05,0:00,0:06,2023.9.18 23:44,2023.9.18 23:44,2023.9.18 23:49,2023.9.18 23:49,2023.9.18 23:55,가을,기타 수난 ,송파구,119특수구조단
2776,0:00,0:04,0:00,0:07,2023.9.18 23:44,2023.9.18 23:44,2023.9.18 23:48,2023.9.18 23:48,2023.9.18 23:55,가을,기타 수난 ,송파구,119특수구조단
2777,0:02,0:05,0:04,0:10,2023.9.19 1:02,2023.9.19 1:04,2023.9.19 1:09,2023.9.19 1:13,2023.9.19 1:23,가을,수색,영등포구,영등포소방서
2778,0:02,0:03,0:06,0:05,2023.9.19 1:54,2023.9.19 1:56,2023.9.19 1:59,2023.9.19 2:05,2023.9.19 2:10,가을,익수,서초구,119특수구조단
2779,0:01,0:07,0:08,0:09,2023.9.19 3:53,2023.9.19 3:54,2023.9.19 4:01,2023.9.19 4:09,2023.9.19 4:18,가을,수색,영등포구,영등포소방서
2780,0:02,0:05,0:17,0:05,2023.9.19 5:16,2023.9.19 5:18,2023.9.19 5:23,2023.9.19 5:40,2023.9.19 5:45,가을,익수,마포구,119특수구조단
2781,0:02,0:12,0:00,0:17,2023.9.19 7:29,2023.9.19 7:31,2023.9.19 7:43,2023.9.19 7:43,2023.9.19 8:00,가을,수색,강서구,마포소방서
2782,0:01,0:06,0:03,0:08,2023.9.19 15:27,2023.9.19 15:28,2023.9.19 15:34,2023.9.19 15:37,2023.9.19 15:45,가을,기타 수난 ,마포구,마포소방서
2783,0:00,0:04,0:08,0:05,2023.9.19 15:53,2023.9.19 15:53,2023.9.19 15:57,2023.9.19 16:05,2023.9.19 16:10,가을,사체인양,서초구,119특수구조단
2784,0:00,0:03,0:26,0:00,2023.9.19 18:26,2023.9.19 18:26,2023.9.19 18:29,2023.9.19 18:55,2023.9.19 18:55,가을,수색,강서구,강서소방서
2785,0:01,0:06,0:04,0:08,2023.9.19 23:20,2023.9.19 23:21,2023.9.19 23:27,2023.9.19 23:31,2023.9.19 23:39,가을,기타 수난 ,서초구,서초소방서
2786,0:03,0:06,0:04,0:05,2023.9.19 23:58,2023.9.20 0:01,2023.9.20 0:07,2023.9.20 0:11,2023.9.20 0:16,가을,기타 수난 ,영등포구,영등포소방서
2787,0:01,0:06,0:06,0:09,2023.9.20 7:13,2023.9.20 7:14,2023.9.20 7:20,2023.9.20 7:26,2023.9.20 7:35,가을,사체인양,영등포구,강서소방서
2788,0:02,0:06,0:07,0:12,2023.9.20 9:26,2023.9.20 9:28,2023.9.20 9:34,2023.9.20 9:41,2023.9.20 9:53,가을,기타 수난 ,마포구,영등포소방서
2789,0:01,0:03,0:06,0:10,2023.9.20 11:35,2023.9.20 11:36,2023.9.20 11:39,2023.9.20 11:45,2023.9.20 11:55,가을,기타 수난 ,마포구,마포소방서
2790,0:00,0:08,0:00,0:13,2023.9.20 18:09,2023.9.20 18:09,2023.9.20 18:17,2023.9.20 18:17,2023.9.20 18:30,가을,익수,영등포구,강서소방서
2791,1:40,0:04,0:00,1:25,2023.9.20 19:01,2023.9.20 20:41,2023.9.20 20:45,2023.9.20 20:45,2023.9.20 22:10,가을,기타 수난 ,영등포구,119특수구조단
2792,0:01,0:05,0:14,0:10,2023.9.21 5:00,2023.9.21 5:01,2023.9.21 5:06,2023.9.21 5:20,2023.9.21 5:30,가을,침수,성동구,성동소방서
2793,0:01,0:09,0:12,0:05,2023.9.21 10:48,2023.9.21 10:49,2023.9.21 10:58,2023.9.21 11:10,2023.9.21 11:15,가을,기타 수난 ,강남구,용산소방서
2794,0:01,0:09,0:07,0:05,2023.9.21 10:48,2023.9.21 10:49,2023.9.21 10:58,2023.9.21 11:05,2023.9.21 11:10,가을,기타 수난 ,강남구,119특수구조단
2795,0:00,0:00,0:00,0:00,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,가을,사체인양,송파구,119특수구조단
2796,0:00,0:05,0:06,0:10,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:34,2023.9.21 15:40,2023.9.21 15:50,가을,사체인양,송파구,119특수구조단
2797,0:02,0:03,0:02,0:02,2023.9.21 20:41,2023.9.21 20:43,2023.9.21 20:46,2023.9.21 20:48,2023.9.21 20:50,가을,기타 수난 ,송파구,119특수구조단
2798,0:01,0:03,0:03,0:10,2023.9.21 22:28,2023.9.21 22:29,2023.9.21 22:32,2023.9.21 22:35,2023.9.21 22:45,가을,익수,서초구,119특수구조단
2799,0:00,0:03,0:06,0:06,2023.9.21 23:15,2023.9.21 23:15,2023.9.21 23:18,2023.9.21 23:24,2023.9.21 23:30,가을,기타 수난 ,성동구,119특수구조단
2800,0:01,0:10,0:39,0:12,2023.9.22 0:08,2023.9.22 0:09,2023.9.22 0:19,2023.9.22 0:58,2023.9.22 1:10,가을,수색,금천구,영등포소방서
2801,0:01,0:06,0:00,0:11,2023.9.22 19:34,2023.9.22 19:35,2023.9.22 19:41,2023.9.22 19:41,2023.9.22 19:52,가을,기타 수난 ,마포구,영등포소방서
2802,0:12,0:03,0:33,0:05,2023.9.22 20:32,2023.9.22 20:44,2023.9.22 20:47,2023.9.22 21:20,2023.9.22 21:25,가을,기타 수난 ,동작구,119특수구조단
2803,0:01,0:04,0:00,0:05,2023.9.22 21:03,2023.9.22 21:04,2023.9.22 21:08,2023.9.22 21:08,2023.9.22 21:13,가을,기타 수난 ,영등포구,영등포소방서
2804,0:00,0:05,0:11,0:05,2023.9.22 22:29,2023.9.22 22:29,2023.9.22 22:34,2023.9.22 22:45,2023.9.22 22:50,가을,기타 수난 ,송파구,119특수구조단
2805,0:02,0:05,0:00,0:21,2023.9.22 23:42,2023.9.22 23:44,2023.9.22 23:49,2023.9.22 23:49,2023.9.23 0:10,가을,기타 수난 ,마포구,영등포소방서
2806,0:03,0:01,0:10,0:18,2023.9.23 12:28,2023.9.23 12:31,2023.9.23 12:32,2023.9.23 12:42,2023.9.23 13:00,가을,기타 수난 ,강남구,용산소방서
2807,0:03,0:01,0:10,0:18,2023.9.23 12:28,2023.9.23 12:31,2023.9.23 12:32,2023.9.23 12:42,2023.9.23 13:00,가을,기타 수난 ,강남구,119특수구조단
2808,0:03,0:04,0:00,0:32,2023.9.23 12:41,2023.9.23 12:44,2023.9.23 12:48,2023.9.23 12:48,2023.9.23 13:20,가을,기타 수난 ,영등포구,119특수구조단
2809,0:01,0:04,0:17,0:16,2023.9.23 16:07,2023.9.23 16:08,2023.9.23 16:12,2023.9.23 16:29,2023.9.23 16:45,가을,기타 수난 ,영등포구,영등포소방서
2810,0:01,0:02,0:07,0:40,2023.9.23 18:10,2023.9.23 18:11,2023.9.23 18:13,2023.9.23 18:20,2023.9.23 19:00,가을,기타 수난 ,성동구,119특수구조단
2811,0:01,0:09,0:05,1:51,2023.9.23 19:00,2023.9.23 19:01,2023.9.23 19:10,2023.9.23 19:15,2023.9.23 21:06,가을,기타 수난 ,강남구,119특수구조단
2812,0:01,0:04,0:01,0:17,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:17,2023.9.23 19:18,2023.9.23 19:35,가을,기타 수난 ,마포구,영등포소방서
2813,0:01,0:05,0:07,0:12,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:18,2023.9.23 19:25,2023.9.23 19:37,가을,기타 수난 ,마포구,마포소방서
2814,0:01,0:05,0:00,0:12,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:18,2023.9.23 19:18,2023.9.23 19:30,가을,기타 수난 ,마포구,마포소방서
2815,0:01,0:06,0:09,0:18,2023.9.23 21:21,2023.9.23 21:22,2023.9.23 21:28,2023.9.23 21:37,2023.9.23 21:55,가을,기타 수난 ,마포구,영등포소방서
2816,0:01,0:04,0:16,0:06,2023.9.23 21:21,2023.9.23 21:22,2023.9.23 21:26,2023.9.23 21:42,2023.9.23 21:48,가을,기타 수난 ,마포구,마포소방서
2817,0:03,0:06,0:09,0:10,2023.9.24 1:47,2023.9.24 1:50,2023.9.24 1:56,2023.9.24 2:05,2023.9.24 2:15,가을,기타 수난 ,마포구,영등포소방서
2818,0:01,0:11,0:07,0:10,2023.9.24 1:51,2023.9.24 1:52,2023.9.24 2:03,2023.9.24 2:10,2023.9.24 2:20,가을,기타 수난 ,동작구,동작소방서
2819,0:01,0:00,0:00,0:00,2023.9.24 13:03,2023.9.24 13:04,2023.9.24 13:04,2023.9.24 13:04,2023.9.24 13:04,가을,고립,강남구,119특수구조단
2820,0:02,0:01,0:00,0:02,2023.9.24 13:03,2023.9.24 13:05,2023.9.24 13:06,2023.9.24 13:06,2023.9.24 13:08,가을,침몰,광진구,119특수구조단
2821,0:01,0:02,0:18,0:05,2023.9.24 13:04,2023.9.24 13:05,2023.9.24 13:07,2023.9.24 13:25,2023.9.24 13:30,가을,고립,강남구,119특수구조단
2822,0:00,0:05,0:00,0:02,2023.9.24 16:03,2023.9.24 16:03,2023.9.24 16:08,2023.9.24 16:08,2023.9.24 16:10,가을,사체인양,강동구,중랑소방서
2823,0:00,0:05,0:07,0:10,2023.9.24 16:03,2023.9.24 16:03,2023.9.24 16:08,2023.9.24 16:15,2023.9.24 16:25,가을,사체인양,강동구,119특수구조단
2824,0:02,0:10,0:15,0:19,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:51,2023.9.24 20:06,2023.9.24 20:25,가을,수색,광진구,광진소방서
2825,0:02,0:06,0:08,0:05,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:47,2023.9.24 19:55,2023.9.24 20:00,가을,기타 수난 ,광진구,119특수구조단
2826,0:02,0:05,0:14,0:10,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:46,2023.9.24 20:00,2023.9.24 20:10,가을,기타 수난 ,광진구,119특수구조단
2827,0:01,0:02,0:08,0:02,2023.9.24 21:22,2023.9.24 21:23,2023.9.24 21:25,2023.9.24 21:33,2023.9.24 21:35,가을,기타 수난 ,강동구,119특수구조단
2828,0:01,0:06,0:09,0:04,2023.9.25 0:05,2023.9.25 0:06,2023.9.25 0:12,2023.9.25 0:21,2023.9.25 0:25,가을,기타 수난 ,동작구,용산소방서
2829,0:01,0:05,0:10,0:04,2023.9.25 0:05,2023.9.25 0:06,2023.9.25 0:11,2023.9.25 0:21,2023.9.25 0:25,가을,익수,동작구,119특수구조단
2830,0:01,0:03,0:05,0:11,2023.9.25 3:55,2023.9.25 3:56,2023.9.25 3:59,2023.9.25 4:04,2023.9.25 4:15,가을,수색,마포구,영등포소방서
2831,0:02,0:08,0:15,0:06,2023.9.25 4:29,2023.9.25 4:31,2023.9.25 4:39,2023.9.25 4:54,2023.9.25 5:00,가을,수색,영등포구,영등포소방서
2832,0:01,0:03,0:01,0:11,2023.9.25 10:14,2023.9.25 10:15,2023.9.25 10:18,2023.9.25 10:19,2023.9.25 10:30,가을,기타 수난 ,서초구,서초소방서
2833,0:03,0:02,0:07,0:10,2023.9.25 11:08,2023.9.25 11:11,2023.9.25 11:13,2023.9.25 11:20,2023.9.25 11:30,가을,기타 수난 ,송파구,119특수구조단
2834,0:02,0:05,0:53,0:00,2023.9.25 11:49,2023.9.25 11:51,2023.9.25 11:56,2023.9.25 12:49,2023.9.25 12:49,가을,기타 수난 ,송파구,119특수구조단
2835,0:04,0:06,0:08,0:08,2023.9.25 16:54,2023.9.25 16:58,2023.9.25 17:04,2023.9.25 17:12,2023.9.25 17:20,가을,침수,동작구,동작소방서
2836,0:01,0:10,0:08,0:06,2023.9.25 21:00,2023.9.25 21:01,2023.9.25 21:11,2023.9.25 21:19,2023.9.25 21:25,가을,기타 수난 ,영등포구,마포소방서
2837,0:01,0:05,0:29,0:00,2023.9.25 22:55,2023.9.25 22:56,2023.9.25 23:01,2023.9.25 23:30,2023.9.25 23:30,가을,기타 수난 ,광진구,119특수구조단
2838,0:01,0:04,0:04,0:10,2023.9.26 0:31,2023.9.26 0:32,2023.9.26 0:36,2023.9.26 0:40,2023.9.26 0:50,가을,기타 수난 ,송파구,119특수구조단
2839,0:01,0:02,0:16,0:00,2023.9.26 1:16,2023.9.26 1:17,2023.9.26 1:19,2023.9.26 1:35,2023.9.26 1:35,가을,기타 수난 ,강동구,119특수구조단
2840,0:02,0:03,0:11,0:10,2023.9.26 9:04,2023.9.26 9:06,2023.9.26 9:09,2023.9.26 9:20,2023.9.26 9:30,가을,사체인양,영등포구,119특수구조단
2841,0:01,0:06,0:05,0:21,2023.9.26 13:37,2023.9.26 13:38,2023.9.26 13:44,2023.9.26 13:49,2023.9.26 14:10,가을,기타 수난 ,영등포구,영등포소방서
2842,0:00,0:04,0:05,0:10,2023.9.26 19:11,2023.9.26 19:11,2023.9.26 19:15,2023.9.26 19:20,2023.9.26 19:30,가을,기타 수난 ,성동구,119특수구조단
2843,0:04,0:12,0:08,0:15,2023.9.26 19:21,2023.9.26 19:25,2023.9.26 19:37,2023.9.26 19:45,2023.9.26 20:00,가을,기타 수난 ,영등포구,영등포소방서
2844,0:09,0:07,0:15,0:08,2023.9.26 23:46,2023.9.26 23:55,2023.9.27 0:02,2023.9.27 0:17,2023.9.27 0:25,가을,수색,동작구,119특수구조단
2845,0:02,0:04,0:13,0:06,2023.9.26 23:51,2023.9.26 23:53,2023.9.26 23:57,2023.9.27 0:10,2023.9.27 0:16,가을,기타 수난 ,마포구,마포소방서
2846,0:02,0:11,0:01,0:08,2023.9.26 23:53,2023.9.26 23:55,2023.9.27 0:06,2023.9.27 0:07,2023.9.27 0:15,가을,기타 수난 ,동작구,영등포소방서
2847,0:01,0:05,0:00,0:04,2023.9.27 4:42,2023.9.27 4:43,2023.9.27 4:48,2023.9.27 4:48,2023.9.27 4:52,가을,기타 수난 ,영등포구,영등포소방서
2848,0:01,0:06,0:01,0:05,2023.9.27 8:22,2023.9.27 8:23,2023.9.27 8:29,2023.9.27 8:30,2023.9.27 8:35,가을,기타 수난 ,영등포구,119특수구조단
2849,0:02,0:03,0:05,0:00,2023.9.27 12:35,2023.9.27 12:37,2023.9.27 12:40,2023.9.27 12:45,2023.9.27 12:45,가을,익수,서초구,119특수구조단
2850,0:02,0:04,0:06,0:04,2023.9.27 16:18,2023.9.27 16:20,2023.9.27 16:24,2023.9.27 16:30,2023.9.27 16:34,가을,기타 수난 ,송파구,119특수구조단
2851,0:02,0:04,0:11,0:10,2023.9.27 16:18,2023.9.27 16:20,2023.9.27 16:24,2023.9.27 16:35,2023.9.27 16:45,가을,기타 수난 ,송파구,119특수구조단
2852,0:03,0:07,0:49,0:10,2023.9.27 16:31,2023.9.27 16:34,2023.9.27 16:41,2023.9.27 17:30,2023.9.27 17:40,가을,익수,송파구,강남소방서
2853,0:03,0:05,1:11,0:05,2023.9.27 16:31,2023.9.27 16:34,2023.9.27 16:39,2023.9.27 17:50,2023.9.27 17:55,가을,수색,송파구,119특수구조단
2854,0:02,0:11,0:04,0:08,2023.9.27 20:07,2023.9.27 20:09,2023.9.27 20:20,2023.9.27 20:24,2023.9.27 20:32,가을,수색,강남구,119특수구조단
2855,0:00,0:00,0:00,0:00,2023.9.27 20:07,2023.9.27 20:07,2023.9.27 20:07,2023.9.27 20:07,2023.9.27 20:07,가을,수색,성동구,119특수구조단
2856,0:02,0:11,0:05,0:05,2023.9.27 20:07,2023.9.27 20:09,2023.9.27 20:20,2023.9.27 20:25,2023.9.27 20:30,가을,익수,강남구,119특수구조단
2857,0:00,0:06,0:03,0:04,2023.9.27 20:07,2023.9.27 20:07,2023.9.27 20:13,2023.9.27 20:16,2023.9.27 20:20,가을,수색,성동구,성동소방서
2858,0:01,0:02,0:15,0:04,2023.9.28 3:03,2023.9.28 3:04,2023.9.28 3:06,2023.9.28 3:21,2023.9.28 3:25,가을,기타 수난 ,강남구,119특수구조단
2859,0:01,0:04,0:00,0:06,2023.9.28 3:24,2023.9.28 3:25,2023.9.28 3:29,2023.9.28 3:29,2023.9.28 3:35,가을,수색,마포구,영등포소방서
2860,0:01,0:06,0:01,0:07,2023.9.28 4:30,2023.9.28 4:31,2023.9.28 4:37,2023.9.28 4:38,2023.9.28 4:45,가을,수색,용산구,영등포소방서
2861,0:01,0:04,0:05,0:05,2023.9.28 4:35,2023.9.28 4:36,2023.9.28 4:40,2023.9.28 4:45,2023.9.28 4:50,가을,익수,마포구,119특수구조단
2862,0:01,0:02,0:55,0:05,2023.9.28 7:57,2023.9.28 7:58,2023.9.28 8:00,2023.9.28 8:55,2023.9.28 9:00,가을,수색,서초구,119특수구조단
2863,0:01,0:08,0:00,0:10,2023.9.28 19:40,2023.9.28 19:41,2023.9.28 19:49,2023.9.28 19:49,2023.9.28 19:59,가을,기타 수난 ,강남구,광진소방서
2864,0:01,0:05,1:35,0:20,2023.9.28 20:09,2023.9.28 20:10,2023.9.28 20:15,2023.9.28 21:50,2023.9.28 22:10,가을,수색,강남구,강남소방서
2865,0:01,0:03,0:07,0:07,2023.9.29 2:32,2023.9.29 2:33,2023.9.29 2:36,2023.9.29 2:43,2023.9.29 2:50,가을,기타 수난 ,동작구,119특수구조단
2866,0:02,0:02,0:00,0:04,2023.9.29 3:48,2023.9.29 3:50,2023.9.29 3:52,2023.9.29 3:52,2023.9.29 3:56,가을,기타 수난 ,영등포구,영등포소방서
2867,0:01,0:03,0:00,0:16,2023.9.29 6:05,2023.9.29 6:06,2023.9.29 6:09,2023.9.29 6:09,2023.9.29 6:25,가을,기타 수난 ,영등포구,영등포소방서
2868,0:01,0:09,0:15,0:10,2023.9.29 6:45,2023.9.29 6:46,2023.9.29 6:55,2023.9.29 7:10,2023.9.29 7:20,가을,익수,강동구,광진소방서
2869,0:01,0:02,0:04,0:08,2023.9.29 6:45,2023.9.29 6:46,2023.9.29 6:48,2023.9.29 6:52,2023.9.29 7:00,가을,기타 수난 ,강동구,119특수구조단
2870,0:03,0:03,0:00,0:09,2023.9.29 8:50,2023.9.29 8:53,2023.9.29 8:56,2023.9.29 8:56,2023.9.29 9:05,가을,기타 수난 ,마포구,마포소방서
2871,0:01,0:04,0:34,0:21,2023.9.29 16:00,2023.9.29 16:01,2023.9.29 16:05,2023.9.29 16:39,2023.9.29 17:00,가을,수색,동작구,119특수구조단
2872,0:01,0:04,0:14,0:30,2023.9.29 20:21,2023.9.29 20:22,2023.9.29 20:26,2023.9.29 20:40,2023.9.29 21:10,가을,기타 수난 ,송파구,송파소방서
2873,0:02,0:05,0:00,0:08,2023.9.29 21:40,2023.9.29 21:42,2023.9.29 21:47,2023.9.29 21:47,2023.9.29 21:55,가을,기타 수난 ,영등포구,영등포소방서
2874,0:01,0:04,0:03,0:05,2023.9.29 23:37,2023.9.29 23:38,2023.9.29 23:42,2023.9.29 23:45,2023.9.29 23:50,가을,기타 수난 ,마포구,마포소방서
2875,0:06,0:05,0:00,4:07,2023.9.30 4:12,2023.9.30 4:18,2023.9.30 4:23,2023.9.30 4:23,2023.9.30 8:30,가을,기타 수난 ,성동구,119특수구조단
2876,0:02,0:06,0:01,0:11,2023.9.30 4:40,2023.9.30 4:42,2023.9.30 4:48,2023.9.30 4:49,2023.9.30 5:00,가을,기타 수난 ,마포구,영등포소방서
2877,0:03,0:05,0:09,0:07,2023.9.30 4:41,2023.9.30 4:44,2023.9.30 4:49,2023.9.30 4:58,2023.9.30 5:05,가을,기타 수난 ,영등포구,마포소방서
2878,0:02,0:04,0:05,0:12,2023.9.30 9:02,2023.9.30 9:04,2023.9.30 9:08,2023.9.30 9:13,2023.9.30 9:25,가을,익수,서초구,119특수구조단
2879,0:01,0:08,0:10,0:05,2023.9.30 15:51,2023.9.30 15:52,2023.9.30 16:00,2023.9.30 16:10,2023.9.30 16:15,가을,기타 수난 ,용산구,용산소방서
2880,0:01,0:05,0:03,0:10,2023.9.30 15:51,2023.9.30 15:52,2023.9.30 15:57,2023.9.30 16:00,2023.9.30 16:10,가을,익수,용산구,119특수구조단
2881,0:01,0:03,0:42,0:09,2023.9.30 18:40,2023.9.30 18:41,2023.9.30 18:44,2023.9.30 19:26,2023.9.30 19:35,가을,기타 수난 ,용산구,119특수구조단
2882,0:04,0:05,0:10,0:07,2023.9.30 20:29,2023.9.30 20:33,2023.9.30 20:38,2023.9.30 20:48,2023.9.30 20:55,가을,기타 수난 ,영등포구,119특수구조단
2883,0:02,0:03,0:03,0:05,2023.9.30 22:07,2023.9.30 22:09,2023.9.30 22:12,2023.9.30 22:15,2023.9.30 22:20,가을,익수,서초구,119특수구조단
2884,0:02,0:04,0:10,0:05,2023.9.30 23:19,2023.9.30 23:21,2023.9.30 23:25,2023.9.30 23:35,2023.9.30 23:40,가을,수색,영등포구,영등포소방서
2885,0:02,0:03,0:11,0:05,2023.9.30 23:19,2023.9.30 23:21,2023.9.30 23:24,2023.9.30 23:35,2023.9.30 23:40,가을,기타 수난 ,영등포구,119특수구조단
2886,0:02,0:05,0:03,0:10,2023.10.1 4:12,2023.10.1 4:14,2023.10.1 4:19,2023.10.1 4:22,2023.10.1 4:32,가을,수색,마포구,영등포소방서
2887,0:02,0:02,0:04,0:08,2023.10.1 4:12,2023.10.1 4:14,2023.10.1 4:16,2023.10.1 4:20,2023.10.1 4:28,가을,기타 수난 ,마포구,119특수구조단
2888,0:01,0:02,0:08,0:02,2023.10.1 5:07,2023.10.1 5:08,2023.10.1 5:10,2023.10.1 5:18,2023.10.1 5:20,가을,기타 수난 ,동작구,용산소방서
2889,0:01,0:02,0:08,0:07,2023.10.1 5:07,2023.10.1 5:08,2023.10.1 5:10,2023.10.1 5:18,2023.10.1 5:25,가을,기타 수난 ,동작구,용산소방서
2890,0:01,0:02,0:05,0:05,2023.10.1 5:07,2023.10.1 5:08,2023.10.1 5:10,2023.10.1 5:15,2023.10.1 5:20,가을,익수,동작구,119특수구조단
2891,0:02,0:05,0:11,0:05,2023.10.1 8:52,2023.10.1 8:54,2023.10.1 8:59,2023.10.1 9:10,2023.10.1 9:15,가을,침수,종로구,종로소방서
